50,232,1730,1,353
51,233,1731,1,317
52,234,1731,1,328
53,234,1730,1,319
55,236,1731,1,329
56,236,1731,1,324
59,234,1734,1,81
60,234,1735,1,76
61,234,1735,1,80
62,233,1735,1,278
63,233,1736,1,270
66,234,1736,1,315
67,233,1735,1,296
70,232,1734,1,115
71,231,1735,1,103
72,231,1736,1,105
73,231,1736,1,102
74,231,1737,1,93
75,231,1737,1,87
76,231,1738,1,93
77,231,1738,1,94
78,231,1739,1,95
79,230,1739,1,108
80,229,1738,1,93
81,229,1737,1,56
82,231,1738,1,70
83,231,1738,1,72
84,231,1738,1,75
85,231,1738,1,73
86,231,1740,1,66
87,230,1740,1,59
88,230,1740,1,48
89,229,1740,1,43
90,229,1739,1,46
91,230,1739,1,47
92,231,1738,1,42
93,231,1739,1,47
94,230,1739,1,45
95,229,1740,1,42
96,228,1740,1,39
97,229,1741,1,39
98,229,1740,1,44
99,230,1739,1,39
100,230,1739,1,40
101,229,1739,1,44
102,228,1739,1,39
103,228,1740,1,28
104,227,1740,1,32
105,228,1739,1,39
106,228,1739,1,46
107,228,1739,1,47
108,229,1739,1,43
109,229,1739,1,42
110,227,1739,1,29
111,226,1740,1,20
112,226,1740,1,6
113,227,1740,1,26
114,226,1740,1,31
115,226,1740,1,37
117,227,1739,1,46
118,227,1739,1,38
119,227,1740,1,34
120,228,1739,1,23
121,229,1738,1,11
122,229,1738,1,10
123,228,1737,1,37
124,228,1738,1,33
125,228,1738,1,10
126,227,1738,1,11
127,227,1739,1,31
128,227,1739,1,31
129,226,1739,1,34
130,227,1739,1,36
131,227,1739,1,45
132,227,1739,1,55
135,227,1739,1,29
136,226,1739,1,36
137,226,1739,1,35
138,227,1738,1,48
139,227,1738,1,54
140,227,1738,1,47
141,227,1738,1,55
142,227,1738,1,57
143,227,1738,1,61
144,226,1739,1,65
145,226,1739,1,63
146,226,1739,1,55
147,226,1739,1,53
148,226,1739,1,45
149,226,1739,1,44
150,226,1739,1,56
151,226,1739,1,53
152,226,1739,1,54
153,227,1739,1,57
154,226,1739,1,49
155,226,1739,1,49
156,227,1739,1,44
157,227,1739,1,45
158,228,1739,1,43
159,227,1739,1,38
160,227,1738,1,42
161,228,1738,1,44
162,227,1738,1,49
163,227,1739,1,50
164,227,1739,1,50
165,227,1739,1,47
166,227,1739,1,49
167,227,1739,1,46
168,227,1739,1,45
169,227,1739,1,48
170,227,1739,1,49
171,227,1739,1,49
172,227,1739,1,44
173,227,1739,1,42
174,228,1739,1,43
175,227,1739,1,47
176,226,1739,1,49
177,226,1741,1,60
178,226,1740,1,53
179,225,1741,1,68
180,225,1741,1,56
181,226,1740,1,50
182,226,1740,1,49
183,226,1740,1,54
184,226,1740,1,53
185,227,1740,1,45
186,228,1739,1,43
187,228,1739,1,41
188,226,1740,1,45
189,226,1740,1,44
190,226,1739,1,44
191,227,1739,1,45
192,227,1739,1,46
193,228,1739,1,41
194,228,1738,1,47
195,228,1738,1,45
196,229,1738,1,46
197,229,1738,1,47
198,229,1738,1,46
199,229,1738,1,48
200,229,1738,1,44
201,229,1738,1,46
202,229,1738,1,45
203,229,1738,1,48
204,229,1738,1,44
205,229,1738,1,44
206,229,1738,1,41
207,229,1738,1,44
208,229,1738,1,45
209,229,1738,1,47
210,229,1738,1,43
211,229,1738,1,42
212,229,1738,1,47
213,229,1738,1,45
214,229,1738,1,43
215,229,1738,1,42
216,229,1738,1,43
217,229,1738,1,38
218,229,1738,1,36
219,229,1738,1,36
220,229,1738,1,43
221,229,1738,1,39
222,228,1738,1,38
223,228,1738,1,34
224,228,1738,1,34
225,228,1738,1,33
226,229,1738,1,33
227,229,1737,1,35
228,229,1737,1,34
229,229,1737,1,33
230,229,1737,1,23
231,229,1737,1,36
232,229,1737,1,27
233,229,1737,1,30
234,229,1737,1,37
235,229,1738,1,37
236,228,1738,1,32
237,229,1738,1,34
238,228,1737,1,35
239,229,1737,1,30
240,229,1737,1,34
241,228,1738,1,35
242,228,1738,1,36
243,229,1738,1,32
244,228,1738,1,34
245,227,1737,1,31
246,228,1738,1,23
247,229,1738,1,33
248,228,1738,1,49
249,227,1738,1,78
250,229,1738,1,74
251,229,1738,1,79
252,229,1738,1,89
253,231,1738,1,75
254,230,1739,1,85
255,229,1738,1,92
256,230,1738,1,78
257,230,1737,1,74
258,229,1738,1,75
259,229,1738,1,71
260,229,1738,1,72
261,230,1738,1,67
262,229,1738,1,69
263,230,1738,1,69
264,230,1738,1,70
265,230,1738,1,77
266,229,1738,1,75
267,230,1738,1,77
268,229,1738,1,65
269,229,1738,1,68
270,229,1738,1,67
271,229,1738,1,66
272,229,1738,1,63
273,229,1738,1,70
274,229,1738,1,72
275,229,1738,1,76
276,229,1738,1,67
277,229,1738,1,63
278,229,1738,1,69
279,229,1738,1,73
280,229,1738,1,74
281,229,1738,1,71
282,229,1739,1,72
283,228,1739,1,81
284,229,1739,1,76
285,229,1739,1,77
286,229,1739,1,78
287,229,1738,1,68
288,229,1738,1,68
289,229,1738,1,78
