0,1876,497,0,34
1,1876,497,0,35
2,1876,497,0,36
3,1876,497,0,35
4,1876,497,0,36
5,1876,497,0,36
6,1876,497,0,36
7,1876,497,0,36
8,1876,497,0,36
9,1876,497,0,36
10,1876,497,0,37
11,1876,497,0,37
12,1876,497,0,37
13,1875,497,0,36
14,1876,497,0,36
15,1876,497,0,37
16,1876,497,0,37
17,1876,497,0,37
18,1876,497,0,36
19,1876,497,0,36
20,1876,497,0,36
21,1876,497,0,37
22,1876,497,0,34
23,1875,497,0,34
24,1875,497,0,34
25,1876,497,0,35
26,1876,497,0,36
27,1876,497,0,36
28,1876,497,0,36
29,1876,497,0,36
30,1876,497,0,36
31,1876,497,0,36
32,1875,497,0,36
33,1876,497,0,36
34,1875,497,0,35
35,1876,497,0,36
36,1876,497,0,36
37,1876,497,0,36
38,1876,497,0,36
39,1876,497,0,36
40,1876,496,0,35
41,1876,497,0,36
42,1876,497,0,35
43,1876,497,0,36
44,1876,497,0,35
45,1876,497,0,36
46,1876,497,0,36
47,1876,497,0,36
48,1876,497,0,36
49,1876,497,0,36
50,1876,496,0,37
51,1875,497,0,37
52,1876,497,0,36
53,1875,497,0,35
54,1876,496,0,37
55,1875,497,0,36
56,1876,497,0,36
57,1876,497,0,35
58,1875,497,0,36
59,1876,497,0,36
60,1875,497,0,35
61,1876,497,0,36
62,1876,497,0,36
63,1876,497,0,36
64,1876,497,0,36
65,1876,497,0,36
66,1876,497,0,36
67,1876,497,0,36
68,1876,497,0,36
69,1876,497,0,36
70,1875,497,0,36
71,1876,497,0,35
72,1876,497,0,35
73,1876,497,0,35
74,1875,497,0,35
75,1875,497,0,35
76,1876,497,0,35
77,1875,497,0,35
78,1875,497,0,35
79,1876,497,0,35
80,1876,497,0,35
81,1876,496,0,36
82,1875,496,0,36
83,1875,496,0,35
84,1875,496,0,36
85,1875,496,0,36
86,1875,497,0,35
87,1875,496,0,35
88,1875,496,0,36
89,1875,496,0,34
90,1875,496,0,35
91,1875,496,0,34
92,1875,496,0,34
93,1875,496,0,36
94,1874,496,0,35
95,1875,496,0,36
96,1874,496,0,35
97,1874,496,0,34
98,1875,496,0,35
99,1875,496,0,35
100,1875,496,0,35
101,1875,496,0,36
102,1875,496,0,35
103,1875,496,0,36
104,1875,496,0,35
105,1875,496,0,36
106,1875,496,0,35
107,1875,497,0,36
108,1875,497,0,35
109,1875,497,0,35
110,1875,497,0,35
111,1875,497,0,35
112,1875,497,0,35
113,1875,496,0,35
114,1875,497,0,35
115,1875,497,0,35
116,1875,497,0,34
117,1875,497,0,35
118,1875,497,0,35
119,1875,497,0,34
