epoch,train_loss,train_mae_deg,train_median_ae_deg,train_rmse_deg,train_axial_mae_deg,train_acc15_deg,train_acc30_deg,train_acc45_deg,val_loss,val_mae_deg,val_median_ae_deg,val_rmse_deg,val_axial_mae_deg,val_acc15_deg,val_acc30_deg,val_acc45_deg
1,0.12703556759212975,17.08181381225586,6.010607719421387,36.71473693847656,11.91978931427002,77.3593544960022,87.22516298294067,90.65078496932983,0.10920616383049236,14.76753044128418,4.568838119506836,33.82402038574219,10.552865028381348,81.66564702987671,88.29180002212524,91.40018224716187
2,0.0766547711513919,11.242862701416016,3.9231581687927246,29.996437072753906,7.302462100982666,88.4678840637207,93.40494871139526,95.0689971446991,0.10048806418829426,13.729456901550293,4.1395182609558105,33.088653564453125,9.485687255859375,83.64536166191101,89.47828412055969,92.31710433959961
3,0.0710544929897576,10.244311332702637,3.3185977935791016,29.4405517578125,6.302878379821777,90.23382067680359,94.11980509757996,95.51597833633423,0.08931413265858229,12.401583671569824,3.4964866638183594,31.362382888793945,8.571122169494629,85.00863909721375,90.57132601737976,93.17150712013245
4,0.06400619414302522,9.387800216674805,3.032276153564453,27.918210983276367,5.839904308319092,91.17117524147034,94.74757313728333,95.99381685256958,0.09343569862859934,12.638764381408691,3.5705907344818115,31.822500228881836,8.768362045288086,85.28761267662048,90.35217761993408,92.90597438812256
5,0.061871568625965635,9.036624908447266,2.8436672687530518,27.610645294189453,5.519124984741211,91.63647294044495,94.9948787689209,96.18968963623047,0.10934101920046915,14.485782623291016,4.15957498550415,34.98246383666992,9.58551025390625,82.91867971420288,89.21006321907043,91.97829961776733
6,0.05832702801876651,8.610143661499023,2.701531171798706,26.8717041015625,5.265152454376221,92.0665442943573,95.29924988746643,96.425861120224,0.09399403703939338,12.354887962341309,3.1286842823028564,32.698402404785156,7.933043479919434,86.09428405761719,90.97533822059631,93.16545724868774
7,0.05432547634795156,8.1340913772583,2.569995403289795,26.10211753845215,4.9393181800842285,92.6672637462616,95.7138180732727,96.74460887908936,0.10061813927766587,12.82108211517334,3.1617798805236816,33.51491928100586,8.101984977722168,85.7070803642273,90.68493247032166,92.93084740638733
8,0.04996904343576533,7.646177291870117,2.46042537689209,24.90945816040039,4.753825664520264,93.06477904319763,96.05314135551453,97.01460003852844,0.08905090004149477,11.73341178894043,2.906829833984375,31.66977882385254,7.620326995849609,86.77995800971985,91.5413498878479,93.59568357467651
9,0.04608968459880901,7.217404842376709,2.361947774887085,24.017192840576172,4.510160446166992,93.53148937225342,96.41106128692627,97.28867411613464,0.08723775719705337,11.572103500366211,2.937802314758301,31.134016036987305,7.551814556121826,86.84247732162476,91.66235327720642,93.86255741119385
10,0.04424905842853979,6.989177703857422,2.30454683303833,23.746740341186523,4.297259330749512,93.91096830368042,96.66498899459839,97.47820496559143,0.0905967347486147,11.66561222076416,2.739664077758789,32.06257247924805,7.306636810302734,87.09792494773865,91.67445302009583,93.66021752357483
11,0.04148819947722625,6.7049031257629395,2.2599456310272217,23.007150650024414,4.171739101409912,94.19631958007812,96.9170868396759,97.6791501045227,0.08946819089622364,11.655827522277832,2.8313660621643066,31.60222053527832,7.543446063995361,86.90566420555115,91.51849746704102,93.6528205871582
12,0.03781165600856492,6.3105363845825195,2.2050583362579346,22.026769638061523,3.976620674133301,94.68839168548584,97.25119471549988,97.93701767921448,0.08817752896635773,11.46086597442627,2.755178928375244,31.349702835083008,7.38662052154541,87.18665838241577,91.79814457893372,93.75836253166199
13,0.0355849735068669,6.0632123947143555,2.159487247467041,21.487646102905273,3.8207156658172607,95.01869082450867,97.50596284866333,98.11020493507385,0.08552158411859781,11.312433242797852,2.7832064628601074,30.900548934936523,7.40015983581543,87.17858791351318,91.83847904205322,93.86591911315918
14,0.033960330412005246,5.890445232391357,2.14243221282959,21.040264129638672,3.730546236038208,95.26345729827881,97.67661094665527,98.22138547897339,0.08601560826985169,11.288697242736816,2.7032864093780518,30.949106216430664,7.369043350219727,87.16380000114441,91.77528619766235,93.82692575454712
15,0.03300083764040362,5.792284965515137,2.133061170578003,20.7808837890625,3.6781718730926514,95.41606903076172,97.77792692184448,98.28958511352539,0.08716825560767656,11.360503196716309,2.696852445602417,31.17537498474121,7.356541633605957,87.1779203414917,91.75310134887695,93.78188848495483
